Descripcion,Asignado,Sector
COMUNIDAD EDIFICIO ROSARIO NORTE,COMUNIDAD EDIFICIO ROSARIO NORTE,EDCO
COMUNIDAD EDIFICIO SUECIA 211,COMUNIDAD EDIFICIO SUECIA 211,EDCO
COMUNIDAD EDIFICIO TERRITORIA EL BOSQUE,COMUNIDAD EDIFICIO TERRITORIA EL BOSQUE,EDCO
COMUNIDAD EDIFICIO TITANIUM LA PORTADA,COMUNIDAD EDIFICIO TITANIUM LA PORTADA,EDCO
COMUNIDAD EDIFICIO TORRE 1,COMUNIDAD EDIFICIO TORRE 1,EDCO
COMUNIDAD EDIFICIO TORRE ALTO EL GOLF,,
COMUNIDAD EDIFICIO TORRE ALTO ORIENTE,COMUNIDAD EDIFICIO TORRE ALTO ORIENTE,EDCO
COMUNIDAD EDIFICIO TORRE APOQUINDO,COMUNIDAD EDIFICIO TORRE APOQUINDO,EDCO
COMUNIDAD EDIFICIO TORRE BADAJOZ,COMUNIDAD EDIFICIO TORRE BADAJOZ,EDCO
COMUNIDAD EDIFICIO TORRE CENTENARIO,COMUNIDAD EDIFICIO TORRE CENTENARIO,EDCO
COMUNIDAD EDIFICIO TORRE CONDELL,COMUNIDAD EDIFICIO TORRE CONDELL,EDCO
COMUNIDAD EDIFICIO TORRES SAN DAMIAN,COMUNIDAD EDIFICIO TORRES SAN DAMIAN,EDCO
COMUNIDAD TORRE APOQUINDO 4775,COMUNIDAD TORRE APOQUINDO 4775,EDCO
COMUNIDAD VERSALLES 3001,COMUNIDAD VERSALLES 3001,EDCO
CONAFE LIBRE,CONAFE LIBRE,SEGA
CONCHA Y TORO,CONCHA Y TORO,IMNM
CONCHA_Y_TORO,CONCHA Y TORO,IMNM
CONDENSA,CONDENSA,IMM
CONDOMINIO BELLO HORIZONTE BUSINESS CENT,,
CONDOMINIO LAS FUENTES,CONDOMINIO LAS FUENTES,EDCO
CONDOMINIO PLAZA SAN DAMIAN TORRE C,CONDOMINIO PLAZA SAN DAMIAN TORRE C,EDCO
CONDOMINIO PLAZA SAN DAMIAN TORRES A Y B,CONDOMINIO PLAZA SAN DAMIAN TORRES A Y B,EDCO
CONFORMADORA DE METALES LTDA,CONFORMADORA DE METALES LTDA,MINE
CONFORMADORA DE METALES LTDA.,CONFORMADORA DE METALES LTDA,MINE
CONGELADOS Y CONSERVAS FITZ ROY S A,CONGELADOS Y CONSERVAS FITZ ROY S A,IMNM
CONGELADOS_PACIFICO,CONGELADOS PACIFICO,PESC
CONSORCIO_MADERERO,CONSORCIO MADERERO,IMNM
CONST.  PAVIM. ASFALTOS BITUMIX S.A.,CONST  PAVIM ASFALTOS BITUMIX SA,CONS
CONST.  PAVIM. ASFALTOS BITUMIX S.A.,CONST  PAVIM ASFALTOS BITUMIX SA,CONS
CONSTRUCCIONES Y PROMOCIONES IBÉRICA LTD,CONSTRUCCIONES Y PROMOCIONES IBÉRICA LTD,CONS
CONSTRUCTORA DE CENTROS COMERCIALES CCC ,,
CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BI,CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX SA,CONS
CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A.,CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX SA,CONS
CONSTRUCTORA_LA_ESPERANZA_LIMITADA,CONSTRUCTORA LA ESPERANZA LIMITADA,CONS
CONSTRUCTORA_LA_ESPERANZA_LTDA,CONSTRUCTORA LA ESPERANZA LIMITADA,CONS
CONTOPSA,CONTOPSA,IMM
COOKE AQUACULTURE CHILE S.A,COOKE AQUACULTURE CHILE SA,PESC
COPEFRUT,COPEFRUT,COME
COPEFRUT S A,COPEFRUT,COME
Copefrut S. A.,COPEFRUT,COME
COPESA SA,COPESA SA,IMNM
COPEVAL,COPEVAL,AGCS
COPRAMAR,,
CORP. ADM. DEL PODER JUDICIAL,CORP ADM DEL PODER JUDICIAL,ADPD
CORPESCA,CORPESCA,PESC
CORPESCA_SA,CORPESCA,PESC
CORPORACION DEL PODER JUDICIAL,CORP ADM DEL PODER JUDICIAL,ADPD
CORPORACION HACIENDA CHICUREO CLUB,,
Corporación Principe de Gales,CORPORACIÓN PRINCIPE DE GALES,AIEA
CORPORACION_METODISTA_EL_VERGEL,CORPORACION METODISTA EL VERGEL,OTRO
CORRETAJES TORRES Y CIA. LTDA.,CORRETAJES TORRES Y CIA LTDA,AGCS
CORRUPAC S.A,CORRUPAC SA,IMNM
COSAYACH,COSAYACH,MINE
COSAYACH_CALA_CALA,COSAYACH,MINE
COSAYACH_NEGREIROS,COSAYACH,MINE
COSAYACH_SOLEDAD,COSAYACH,MINE
CQBO_LIDER,CQBO LIDER,OTRO
CRAIGHOUSE S.A.,CRAIGHOUSE SA,ENSE
CRELL_LIBRE,CRELL LIBRE,SEGA
CRISTALERIAS,CRISTALERIAS,IMNM
CRISTALERÍAS TORO SPA.,CRISTALERÍAS TORO SPA,IMNM
CROSSVILLE,CROSSVILLE,IMNM
CTI  S.A.,CTI  SA,COME
CTM,CTM,IMNM
CURTIEMBRE BASKA S.A.,CURTIEMBRE BASKA SA,IMNM
D M F P (CHILE) S.A.,DEL MONTE FRESH PRODUCE (CHILE) S A,AGCS
DANISCO CHILE S.A.,DANISCO CHILE SA,PESC
Data Google,DATA GOOGLE,TRAC
Data Google T2,DATA GOOGLE,TRAC
Data Google T3,DATA GOOGLE,TRAC
DATA GOOGLE T4,DATA GOOGLE,TRAC
DATALUNA,DATALUNA,TRAC
DAVID DEL CURTO PARRAL,DAVID DEL CURTO SA,COME
DAVID DEL CURTO S.A.,DAVID DEL CURTO SA,COME
DAVID_DEL_CURTO_S.A.,DAVID DEL CURTO SA,COME
DE VICENTE PLASTICOS S.A,DE VICENTE PLASTICOS SA,IMNM
DE VICENTE PLASTICOS S.A.,DE VICENTE PLASTICOS SA,IMNM
de_C.NAVIA_______220,DE CNAVIA       220,CP
de_MAITENCILLO___220,DE MAITENCILLO   220,CP
de_PACIFICOSODIMAC,SODIMAC,IMNM
de_SARCO_________220,DE SARCO         220,CP
DEL MONTE FRESH PRODUCE (CHILE) S A.,DEL MONTE FRESH PRODUCE (CHILE) S A,AGCS
DEL_MONTE_FRESH_PRODUCE _CHILE_S.A.,DEL MONTE FRESH PRODUCE (CHILE) S A,AGCS
DELIPACK,DELIPACK,COME
DELTA_ENAMI,ENAMI,CP
DEP_Y_CONTENEDORES,DEP Y CONTENEDORES,OTRO
DERCO SA,DERCO SA,COME
DESALANT,DESALANT,COME
DESARROLLOS ALIMENTICIOS,DESARROLLOS ALIMENTICIOS,IMNM
DESARROLLOS COMERCIALES S.A.,DESARROLLOS COMERCIALES SA,FINA
DESARROLLOS Y BODEGAS II SPA - Karmac,DESARROLLOS Y BODEGAS II SPA - KARMAC,FINA
DESARROLLOS_COMERCIALES,DESARROLLOS COMERCIALES SA,FINA
DI BATISTA CÍA. LTDA.,DI BATISTA CÍA LTDA,IMNM
DIANA FOOD CHILE SPA,DIANA FOOD CHILE SPA,AGCS
DIEGOHEIREMANS_TORRES,DIEGOHEIREMANS TORRES,OTRO
DISTRIBUIDORA GYG LTDA. (FRUNA),DISTRIBUIDORA GYG LTDA (FRUNA),COME
DISTRIBUIDORA SUPER DIEZ S.A.,DISTRIBUIDORA SUPER DIEZ SA,COME
DISTRIBUIDORA_SUPER_DIEZ,DISTRIBUIDORA SUPER DIEZ SA,COME
DITZLER CHILE LTDA,DITZLER CHILE LTDA,IMNM
DIWATTS_SA,DIWATTS SA,AGCS
DOLE,DOLE CHILE SA,COME
DOLE CHILE S.A.,DOLE CHILE SA,COME
DOLE_CHILE,DOLE CHILE SA,COME
DOLE_S.A.,DOLE CHILE SA,COME
DOLECHILE,DOLE CHILE SA,COME
DOLECHILESA,DOLE CHILE SA,COME
DONEGR,DONEGER,AIEA
DOSAL,DOSAL,AGCS
DREAMS_IQUIQUE,DREAMS IQUIQUE,HORE
DRILLCO TOOLS S.A.,DRILLCO TOOLS SA,IMM
DSI UNDERGROUND SPA,DSI UNDERGROUND SPA,IMM
DUOC_VALPARAISO,DUOC VALPARAISO,ENSE
DYNAL INDUSTRIAL S.A.,,
EAGON,EAGON,IMNM
EAGON_SGA,EAGON,IMNM
EASTON INMOBILIARIA INDUSTRIIAL SPA,,
EASY S.A,EASY SA,COME
ECHEVERRIA Y COMPAÑIA SOCIEDAD COMERCIAL,,
ECOFOOD LONGAVI,ECOFOOD,IMNM
ECOLAB S. A.,ECOLAB S A,IMNM
ECOMETALES,ECOMETALES,IMM
ECOSALMON,ECOSALMON,AGCS
EDIFICIO CENTRO COSTANERA,EDIFICIO CENTRO COSTANERA,EDCO
EDIFICIO EL REGIDOR,EDIFICIO EL REGIDOR,OTRO
EDIFICIO INTERSYSTEMS,EDIFICIO INTERSYSTEMS,EDCO
EDIFICIO ISIDORA 3000,EDIFICIO ISIDORA 3000,EDCO
EDIFICIO ISIDORA FOSTER,EDIFICIO ISIDORA FOSTER,EDCO
EDIFICIO PARQUE ANDINO,EDIFICIO PARQUE ANDINO,EDCO
EDIFICIO PLAZA BELLET,EDIFICIO PLAZA BELLET,EDCO
EDIFICIO PLAZA CONSTITUCION,EDIFICIO PLAZA CONSTITUCION,EDCO
EDIFICIO PRESIDENTE ERRAZURIZ 2999,EDIFICIO PRESIDENTE ERRAZURIZ 2999,EDCO
EDIFICIO SECURITY,EDIFICIO SECURITY,EDCO
EDIFICIO TORRE AMUNATEGUI,EDIFICIO TORRE AMUNATEGUI,EDCO
EDIPAC,EDIPAC,COME
EDYCE,EDYCE,FINA
EEPA_LIBRE,EEPA LIBRE,SEGA
EFE,EFE,TRAC
EKA CHILE,EKA CHILE,IMNM
EL BOSQUE 90 SpA,EL BOSQUE 90 SPA,CONS
EL COLORADO,EL COLORADO,ENSE
ELABORADORA DE ALIMENTOS FRUTALE LTDA,ELABORADORA DE ALIMENTOS FRUTALE LTDA,IMNM
ELABORADORA DE ALIMENTOS LTDA.,ELABORADORA DE ALIMENTOS LTDA,IMNM
ELABORADORA DE ENVASES SA,ELABORADORA DE ENVASES SA,IMNM
ELIQSA,ELIQSA,SEGA
EMB CHILENAS UNIDAS,EMB CHILENAS UNIDAS,IMNM
EMBALAJES STANDARD LIMITADA,EMBALAJES STANDARD LIMITADA,IMNM
EMBALAJES Y FRIO BONATERRA,EMBALAJES Y FRIO BONATERRA,TRAC
EMBALAJES_STANDARD_LIMITADA,EMBALAJES STANDARD LIMITADA,IMNM
EMBASES IMPRESOS TIL TIL,EMBASES IMPRESOS TIL TIL,IMNM
EMBONOR_EMPAQUES_S.A.,EMBONOR EMPAQUES SA,IMNM
EMBOTELLADORA ANDINA S.A.,EMBOTELLADORA ANDINA SA,IMNM
EMBOTELLADORA_ANDINA_SA,EMBOTELLADORA ANDINA SA,IMNM
EMBOTELLADORAS CCU,EMBOTELLADORAS CCU,IMNM
EMBSTAND,EMBALAJES STANDARD LIMITADA,IMNM
EMELARI_LIBRE,EMELAT LIBRE,SEGA
EMELAT LIBRE,EMELAT LIBRE,SEGA
EMELECTRIC LIBRE,EMELECTRIC LIBRE,SEGA
EMOS,EMOS,SEGA
EMOS MALLOCO,EMOS,SEGA
EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMP DE SERVICIOS SANITARIOS DE LOS LAGOS S.A.,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMP DEPURADORA AGUAS SERVIDAS MAPOCHO-TR,EMP DEPURADORA AGUAS SERVIDAS MAPOCHO-TR,SEGA
EMP. DE SERVICIOS SANITARIOS DE LOS LAGO,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMP. DE SERVICIOS SANITARIOS DE LOS LAGOS S.A.,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMP. SERVICIO SANITARIO LOS LAGOS S.A.,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS SA,SEGA
EMPACK_FLEXIBLE,EMPACK FLEXIBLE,IMNM
EMPRESA DE ENERGÍA ELÉCTRICA RAPEL,EMPRESA DE ENERGÍA ELÉCTRICA RAPEL,SEGA
EMPRESA EL MERCURIO S A P,EMPRESA EL MERCURIO S A P,IMNM
EMPRESA MALLARAUCO SA,EMPRESA MALLARAUCO SA,AGCS
EMPRESA NACIONAL DE MINERIA,EMPRESA NACIONAL DE MINERIA,MINE
EMPRESA NACIONAL DE TELECOMUNICACIONES S,EMPRESA NACIONAL DE TELECOMUNICACIONES S,TRAC
EMPRESA PROULX CHILE II S.A.,EMPRESA PROULX CHILE II SA,COME
EMPRESA PROULX S.A.,EMPRESA PROULX SA,COME
EMPRESA SERVICIO SANITARIO LOS LAGOS S.A,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMPRESA SERVICIO SANITARIO LOS LAGOS S.A.,EMP DE SERVICIOS SANITARIOS DE LOS LAGOS,SEGA
EMPRESAS CAROZZI S.A,EMPRESAS CAROZZI SA,IMNM
EMPRESAS CAROZZI S.A.,EMPRESAS CAROZZI SA,IMNM
EMPRESAS IANSA S.A.,EMPRESAS IANSA SA,AGCS
EMPRESAS JORDAN  S.A.,EMPRESAS JORDAN  SA,IMNM
Empresas La Polar,EMPRESAS LA POLAR SA,COME
EMPRESAS LA POLAR S A,EMPRESAS LA POLAR SA,COME
EMPRESAS LA POLAR S.A.,EMPRESAS LA POLAR SA,COME
Empresas La Polar S.A.,EMPRESAS LA POLAR SA,COME
EMPRESAS LIPIGAS S.A.,EMPRESAS LIPIGAS SA,SEGA
EMPRESAS_AQUACHILE,EMPRESAS AQUACHILE SA,PESC
EMPRESAS_LA_POLAR,EMPRESAS LA POLAR SA,COME
EMPRESAS_LA_POLAR_S.A.,EMPRESAS LA POLAR SA,COME
EMPRESAS_RED_SALUD,EMPRESAS RED SALUD,FINA
EMPRESAS_TUCAPEL_S.A.,EMPRESAS TUCAPEL SA,IMNM
EMSA,EMSA,IMM
ENAER,ENAER,OTRO
ENAEX,ENAEX,IMNM
ENAMI,ENAMI,IMM
Enami,ENAMI,IMM
ENAMI PAIPOTE,ENAMI PAIPOTE,IMM
ENAP,ENAP,MINE
ENAP BIO BIO,ENAP BIO BIO,MINE
ENAP REFINERIAS S.A.,ENAP REFINERIAS SA,IMNM
ENAP S.A.,ENAP,MINE
ENAP_REFINERIAS,ENAP REFINERIAS SA,IMNM
ENAP_REFINERIAS_S.A.,ENAP REFINERIAS SA,IMNM
ENAPESCA S.A.,ENAPESCA SA,PESC
ENDURANCE S.A.,ENDURANCE SA,IMNM
ENEL COM PANAMERICANA,COM PANAMERICANA SA,HORE
ENEL INMOBILIARIA PUENTE,INMOBILIARIA PUENTE LTDA,AIEA
ENEL_DISTRIBUCION,,
ENEL_NUEVOS DESARROLLOS,NUEVOS DESARROLLOS SA,AIEA
ENEX_PLACILLA,ENEX PLACILLA,SEGA
ENJOY,ENJOY,HORE
ENJOY_CASTRO,ENJOY CASTRO,HORE
ENTEL,ENTEL CHILE SA,TRAC
ENTEL  CALL CENTER,ENTEL CHILE SA,TRAC
ENTEL CHILE S. A.,ENTEL CHILE SA,TRAC
ENTEL CHILE S.A.,ENTEL CHILE SA,TRAC
ENTEL ENORCHILE,ENTEL ENORCHILE,TRAC
ENTEL SA,ENTEL CHILE SA,TRAC
ENVASES CENTRAL S.A,ENVASES CENTRAL SA,IMNM
ENVASES CENTRAL S.A.,ENVASES CENTRAL SA,IMNM
ENVASES CMF S.A.,ENVASES CMF SA,IMNM
ENVASES DEL PACIFICO S.A.,ENVASES DEL PACIFICO SA,IMNM
ENVASES IMPRESOS BUIN,ENVASES IMPRESOS BUIN,IMNM
ENVASES IMPRESOS OSORNO,ENVASES IMPRESOS OSORNO,IMNM
ENVASES PLÁSTICOS TÉCNICOS SPA,ENVASES PLÁSTICOS TÉCNICOS SPA,IMNM
ENVASES Y LITOGRAFIA AGUILA S.A.,ENVASES Y LITOGRAFIA AGUILA SA,IMM
ENVASES_IMPRESOS,ENVASES IMPRESOS,IMNM
ENVASES_PLASTICOS_TECNICOS,ENVASES PLASTICOS TECNICOS,IMNM
ERNESTO CORREA GATICA,ERNESTO CORREA GATICA,AGCS
EROFLEX,EROFLEX,IMNM
ESCO ELECMETAL FUNDICION LTDA,ESCO ELECMETAL FUNDICION LTDA,IMM
ESPACIO GOLDEN BOX S.A.,ESPACIO GOLDEN BOX SA,TRAC
ESSAL S.A.,ESSAL SA,SEGA
ESSBIO,ESSBIO SA,SEGA
ESSBIO S.A.,ESSBIO SA,SEGA
ESSBIO_S.A.,ESSBIO SA,SEGA
ESSBIO_VI_1,ESSBIO VI 1,SEGA
ESSBIO_VI_2,ESSBIO VI 2,SEGA
ESSBIO_VI_3,ESSBIO VI 3,SEGA
ESSBIO_VI_4,ESSBIO VI 4,SEGA
ESSBIO_VI_7,ESSBIO VI 7,SEGA
ESSBIO_VIII_1,ESSBIO VIII 1,SEGA
ESSBIO_VIII_10,ESSBIO VIII 10,SEGA
ESSBIO_VIII_11,ESSBIO VIII 11,SEGA
ESSBIO_VIII_12,ESSBIO VIII 12,SEGA
ESSBIO_VIII_13,ESSBIO VIII 13,SEGA
ESSBIO_VIII_14,ESSBIO VIII 14,SEGA
ESSBIO_VIII_15,ESSBIO VIII 15,SEGA
ESSBIO_VIII_16,ESSBIO VIII 16,SEGA
ESSBIO_VIII_2,ESSBIO VIII 2,SEGA
ESSBIO_VIII_3,ESSBIO VIII 3,SEGA
ESSBIO_VIII_4,ESSBIO VIII 4,SEGA
ESSBIO_VIII_5,ESSBIO VIII 5,SEGA
ESSBIO_VIII_6,ESSBIO VIII 6,SEGA
ESSBIO_VIII_7,ESSBIO VIII 7,SEGA
ESSBIO_VIII_8,ESSBIO VIII 8,SEGA
ESSBIO_VIII_9,ESSBIO VIII 9,SEGA
ESSITY CHILE S.A.,ESSITY CHILE SA,IMNM
EST PENITENCIARIO CCP,EST PENITENCIARIO CCP,OTRO
ESVAL,ESVAL,SEGA
ESVAL_PAP_PLACILLA,ESVAL,SEGA
ESVAL_PAS_PLACILLA,ESVAL,SEGA
ETERSOL SPA.,ETERSOL SPA,IMNM
EVERCRISP SNACK PRODUCTOS S.A.,EVERCRISP SNACK PRODUCTOS SA,IMNM
EX_ABASOLO_VALLEJOS,EX ABASOLO VALLEJOS,IMM
EXP SERGIO RUIZ TAGLE HUMERES,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXP_LOS_FIORDOS,EXPORTADORA LOS FIORDOS,PESC
EXP_UNIFRUTTI_TRADERS,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXPO SERGIO RUIZ TAGLE HUMERES LIM,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA HUERTOS DEL VALLE S.A.,EXPORTADORA HUERTOS DEL VALLE SA,AGCS
EXPORTADORA LOS FIORDOS,EXPORTADORA LOS FIORDOS,PESC
EXPORTADORA SERGIO RUIZ TAGLE,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA SERGIO RUIZ TAGLE HUMER,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA SERGIO RUIZ TAGLE HUMERES LI,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA SERGIO RUIZ TAGLE HUMERES LIMITADA,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA UNIFRUTTI TRADERS SPA,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXPORTADORA_ALFABERRIES_LTDA,EXPORTADORA ALFABERRIES LTDA,COME
EXPORTADORA_LOS_FIORDOS_LTDA,EXPORTADORA LOS FIORDOS,PESC
EXPORTADORA_SERGIO_RUIZ_TAGLE_HUMER,EXPORTADORA SERGIO RUIZ TAGLE HUMER,COME
EXPORTADORA_UNIFRUTTI_TRADERS SPA,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXPORTADORA_UNIFRUTTI_TRADERS SPA ,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXPORTADORA_UNIFRUTTI_TRADERS_SPA,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXPORTADORA_UNIFRUTTI_TRADERS_SPA ,EXPORTADORA UNIFRUTTI TRADERS SPA ,COME
EXSER LIMITADA,EXSER LIMITADA,COME
EXTRACTOS NAT.GELYMAR S,EXTRACTOS NATGELYMAR S,PESC
EXTRUDER S.A.,EXTRUDER SA,CONS
FAB DE REVESTIMIENTOS BUDNIK HNOS,FAB DE REVESTIMIENTOS BUDNIK HNOS,IMNM
FABRICA DE CALZADOS GINO S.A,FABRICA DE CALZADOS GINO SA,IMNM
FABRICA DE COCINAS YUNQUE LT,FABRICA DE COCINAS YUNQUE LT,IMM
FABRICA DE ENVASES CCU,FABRICA DE ENVASES CCU,IMNM
FABRICA DE ENVASES FOSKO S.A.,FABRICA DE ENVASES FOSKO SA,IMNM
FÁBRICA DE ENVASES PLÁSTICOS SERVIFORM S,FÁBRICA DE ENVASES PLÁSTICOS SERVIFORM SPA,IMNM
FÁBRICA DE ENVASES PLÁSTICOS SERVIFORM SPA.,FÁBRICA DE ENVASES PLÁSTICOS SERVIFORM SPA,IMNM
FABRICA DE PERNOS Y TORNILLOS AMERICAN S,FABRICA DE PERNOS Y TORNILLOS AMERICAN SCREW DE CHILE SPA,IMM
FABRICA DE PERNOS Y TORNILLOS AMERICAN SCREW DE CHILE SPA,FABRICA DE PERNOS Y TORNILLOS AMERICAN SCREW DE CHILE SPA,IMM
FABRICAS Y MAESTRANZAS DEL EJERCITO,FABRICAS Y MAESTRANZAS DEL EJERCITO,IMNM
FAENA IEM_RED_DRAGON,FAENA IEM RED DRAGON,CONS
FAENADORA SN VICENTE,FAENADORA SN VICENTE,IMNM
FAENADORA_DE_CARNES_VICTORIA_S.A.,FAENADORA DE CARNES VICTORIA SA,IMNM
FAENADORA_LO_MIRANDA,FAENADORA LO MIRANDA,IMNM
Faenas PHAM,FAENAS PHAM,CONS
FALABELL_RETAIL,FALABELLA RETAIL,COME
FALABELLA,FALABELLA,COME
FALABELLA RENTAS,FALABELLA,COME
FALABELLA RETAIL,FALABELLA RETAIL,COME
FALABELLA RETAIL S.A.,FALABELLA RETAIL,COME
FALABELLA_CHINCHORRO,FALABELLA,COME
FALABELLA_RETAIL,FALABELLA RETAIL,COME
FALABELLA21,FALABELLA,COME
FALABELLA21_L_FR002,FALABELLA,COME
FAMILY SHOP S.A.,,
FANALOZA S.A,FANALOZA SA,IMNM
FANALOZA_S.A,FANALOZA SA,IMNM
FARET S.A.,FARET SA,OTRO
FAST PACK S.A.,,
FELTREX,FELTREX SA,IMNM
FELTREX S.A,FELTREX SA,IMNM
FF CC  DEL ESTADO,FF CC  DEL ESTADO,TRAC
FF CC del Estado,FF CC DEL ESTADO,TRAC
FF CC DEL ESTADO,FF CC DEL ESTADO,TRAC
FFCC,FFCC,TRAC
FIBROCEMENTOS VOLCAN LTDA,FIBROCEMENTOS VOLCAN LTDA,IMNM
FIBROSONOCO S.A.,FIBROSONOCO SA,IMNM
FILON_TECHNOLOGY_SPA,FILON TECHNOLOGY SPA,IMNM
FITTINGS Y LLAVERIASS.A.,FITTINGS Y LLAVERIASSA,IMM
FOLIADORA DE MADERAS GORBEA LTDA,FOLIADORA DE MADERAS GORBEA LTDA,IMNM
FONDO HOSPITALES CARABINEROS DE CHILE,FONDO HOSPITALES CARABINEROS DE CHILE,SOSA
FOODCORP CHILE S.A.,,
FOR_RIO_CALLCALL,FOR RIO CALLCALL,AGCS
FORACTION_CHILI,FORACTION CHILI,AGCS
FORES. Y ASERRADERO LEONERA,FORES Y ASERRADERO LEONERA,AGCS
FORESTAL AITUE LTDA,AGRICOLA Y FORESTAL AITUE LTDA,AGCS
FORESTAL COMACO S.A.,FORESTAL COMACO SA,AGCS
FORESTAL ECOSUR S.A,FORESTAL ECOSUR SA,AGCS
FORESTAL MININCO S.A.,FORESTAL MININCO SA,AGCS
FORESTAL RIO CLARO LTDA,FORESTAL RIO CLARO LTDA,AGCS
FORESTAL SANTA MACARENA S.A.,,
FORESTAL TRES EME S.A.,FORESTAL TRES EME SA,AGCS
FORESTAL VENTURELLI LTDA,FORESTAL VENTURELLI LTDA,AGCS
FORESTAL_COMACO_S.A.,FORESTAL COMACO SA,AGCS
FORESTAL_FATIMA,FORESTAL FATIMA,AGCS
FORESTAL_LEON,FORESTAL LEON,AGCS
FORESTAL_MELINKA_LIMITADA,FORESTAL MELINKA LIMITADA,AGCS
FORESTAL_SANTA_BLANCA,FORESTAL SANTA BLANCA SA,AGCS
FORESTAL_SANTA_BLANCA_S.A.,FORESTAL SANTA BLANCA SA,AGCS
FORESTAL_TROMEN,FORESTAL TROMEN,AGCS
FORESTAL_Y_AGRICOLA_YUKON_LTDA.,FORESTAL Y AGRICOLA YUKON LTDA,AGCS
FORJADOS S.A.,FORJADOS SA,IMM
FORSAC S.A.,FORSAC SA,IMNM
FORYMEC LTDA,FORYMEC LTDA,IMM
FPC,FPC,CONS
FR_SAN_CLEMENTE,FRUTICOLA SAN CLEMENTE,AGCS
FRAMBERRY_INDUSTRIAL_S.A.,FRAMBERRY INDUSTRIAL SA,IMNM
FRIGORIFICO ANDINO S.A.,FRIGORIFICO ANDINO SA,TRAC
FRIGORIFICO DEL LIMARI S.A.,FRIGORIFICO DEL LIMARI SA,AGCS
FRIGORIFICO KARMAC SPA,FRIGORIFICO KARMAC SPA,AGCS
FRIGORIFICO SANTIAGO,FRIGORIFICO SANTIAGO,TRAC
FRIGORIFICO TEMUCO S.A.,FRIGORIFICO TEMUCO SA,TRAC
FRIGORIFICO_BUIN_LIMITADA,FRIGORIFICO BUIN LIMITADA,TRAC
FRIGORIFICO_NIQUEN,FRIGORIFICO NIQUEN,TRAC
FRIGORIFICO_OSORNO,FRIGORIFICO OSORNO,TRAC
FRIGORIFICO_PACIFICO,FRIGORIFICO PACIFICO,TRAC
FRIGORIFICOS PUERTO MONTT S.A.,FRIGORIFICOS PUERTO MONTT SA,CONS
FRIMA_1,FRIMA 1,AGCS
FRIMA_2,FRIMA 2,AGCS
Frio Bueno SPA,FRIO BUENO SPA,COME
FRIOFORT,FRIOFORT,TRAC
FRISER S.A.,FRISER SA,TRAC
FROMM,FROMM,IMNM
FRUGAL,FRUGAL,AGCS
FRULE,FRULE,AGCS
FRUTANGO S. A.,FRUTANGO S A,AGCS
FRUTAS Y HORTALIZAS DEL SUR S.A.,FRUTAS Y HORTALIZAS DEL SUR SA,COME
FRUTASOL,FRUTASOL,AGCS
FRUTERA AGUAS BLANCAS LTDA.,FRUTERA AGUAS BLANCAS LTDA,AGCS
FRUTERA LINDEROS LTDA.,FRUTERA LINDEROS LTDA,AGCS
FRUTERA SAN FERNANDO S.A,FRUTERA SAN FERNANDO SA,AGCS
FRUTERA SAN FERNANDO S.A.,FRUTERA SAN FERNANDO SA,AGCS
FRUTERA_SAN_FERNANDO_S.A.,FRUTERA SAN FERNANDO SA,AGCS
FRUTICOLA AGRICHILE S.A.,FRUTICOLA AGRICHILE SA,AGCS
FRUTÍCOLA AGRICHILE S.A.,,
FRUTICOLA ATACAMA  LTDA,FRUTICOLA ATACAMA  LTDA,AGCS
FRUTÍCOLA ATACAMA LTDA.,FRUTICOLA ATACAMA  LTDA,AGCS
FRUTICOLA OLMUE,FRUTICOLA OLMUE,AGCS
FRUTICOLA OLMUE S A,FRUTICOLA OLMUE,AGCS
FRUTICOLA S.A.,FRUTICOLA AGRICHILE SA,AGCS
FRUTICOLA SAN CLEMENTE,FRUTICOLA SAN CLEMENTE,AGCS
